"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ecas_executive_total_man,cognitive_assessment,,text,"ECAS Total Executive Function",,,integer,0,48,,,y,,,,," @INSTANCETABLE_HIDE"
ecas_tbl14,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""width: 99.5757%; height: 10px;"" border=""1""> <tbody> <tr> <td style=""text-align: justify; width: 100%;"">ECAS Memory: {ecas_memory_total_man}<span style=""font-weight: normal;""> (Range 0-24)</span></td> </tr> </tbody> </table></div>",,,,,,,"[nps_cognitive_test(1)] = '1' and [ecas_memory_total] = ''",,,,,,
ecas_memory_total_man,cognitive_assessment,,text,"ECAS Total Memory",,,integer,0,24,,,y,,,,," @INSTANCETABLE_HIDE"
ecas_tbl15,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""width: 99.5757%; height: 10px;"" border=""1""> <tbody> <tr> <td style=""text-align: justify; width: 100%;"">ECAS Visuospatial: {ecas_visuospatial_total_man}<span style=""font-weight: normal;""> (Range 0-12)</span></td> </tr> </tbody> </table></div>",,,,,,,"[nps_cognitive_test(1)] = '1' and [ecas_visuospatial_total] = ''",,,,,,
ecas_visuospatial_total_man,cognitive_assessment,,text,"ECAS Total Visuospatial",,,integer,0,12,,,y,,,,," @INSTANCETABLE_HIDE"
ecas_als_specific_man,cognitive_assessment,,text,"ECAS ALS specific manual",,,integer,0,100,,,y,,,,," @INSTANCETABLE_HIDE"
ecas_als_non_specific_man,cognitive_assessment,,text,"ECAS ALS non-specific manual",,,integer,0,36,,,y,,,,," @INSTANCETABLE_HIDE"
ecas_als_spe_dic_man,cognitive_assessment,,text,"ALS Specific Category manual",,,,,,,,,RH,,,," @HIDDEN
@CALCTEXT(if([ecas_als_specific_man]>=53,'Normal',if([ecas_als_specific_man]<>'','Altered','')))"
ecas_als_non_spe_dic_man,cognitive_assessment,,text,"ALS Non-specific Category manual",,,,,,,,,RH,,,," @HIDDEN
@CALCTEXT(if([ecas_als_non_specific_man]>=19,'Normal',if([ecas_als_non_specific_man]<>'','Altered','')))"
ecas_tbl2,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8551%; text-align: center;""><span style=""color: #e03e2d; text-align: center;"">All variables are mandatory for calculation</span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 99.8551%; text-align: center;""><span style=""color: #003b75;"">Behavioural assessment</span></td> </tr> </tbody> </table> <table style=""text-align: var(--bs-body-text-align); width: 99.9829%; height: 96.3611px;"" border=""1""> <tbody> <tr style=""height: 24.8611px;""> <td style=""width: 26.1394%; height: 96.3611px; text-align: center;"" rowspan=""3"">A. Disinhibited Behaviour</td> <td style=""width: 42.0117%; height: 24.8611px;"">1. Inappropriate social behaviour:</td> <td style=""width: 31.8543%; height: 24.8611px;"">{ecas_beh_a1}</td> </tr> <tr style=""height: 24.8611px;""> <td style=""width: 42.0117%; height: 24.8611px;"">2. Lack of decorum, bad manners:</td> <td style=""width: 31.8543%; height: 24.8611px;"">{ecas_beh_a2}</td> </tr> <tr style=""height: 46.6389px;""> <td style=""width: 42.0117%; height: 46.6389px;"">3. Impulsive, reckless or inconsiderate actions:</td> <td style=""width: 31.8543%; height: 46.6389px;"">{ecas_beh_a3}</td> </tr> </tbody> </table> <table style=""text-align: var(--bs-body-text-align); width: 99.9829%;"" border=""1""> <tbody> <tr> <td style=""width: 26.1394%; text-align: center;"">B. Apathy or Behavioural Inertia</td> <td style=""width: 42.0117%; height: 42.6389px;"">4. Loss of interest, initiative or motivation: </td> <td style=""width: 31.8543%; height: 42.6389px;"">{ecas_beh_b4}</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 99.9829%; height: 103.056px;"" border=""1""> <tbody> <tr style=""height: 42.6389px;""> <td style=""width: 26.1357%; height: 103.056px; text-align: center;"" rowspan=""2"">C. Lack of Sympathy or Empathy</td> <td style=""width: 42.0155%; height: 42.6389px;"">5. Loss of responsiveness to the needs and feelings of others:</td> <td style=""width: 31.8543%; height: 42.6389px;"">{ecas_beh_c5}</td> </tr> <tr style=""height: 60.4167px;""> <td style=""width: 42.0155%; height: 60.4167px;"">6. Loss of social interest, interaction with others, personal warmth of closeness, or social engagement:</td> <td style=""width: 31.8543%; height: 60.4167px;"">{ecas_beh_c6}</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 99.9829%;"" border=""1""> <tbody> <tr> <td style=""width: 26.1394%; text-align: center;"" rowspan=""2"">D. Perseverative, stereotyped, compulsive or ritualistic behaviour</td> <td style=""width: 42.0117%; height: 24.8611px;"">7. Simple, repetitive movements:</td> <td style=""width: 31.8543%; height: 24.8611px;"">{ecas_beh_d7}</td> </tr> <tr> <td style=""width: 42.0117%; height: 42.6389px;"">8. Complex, compulsive or ritualistic behaviours:</td> <td style=""width: 31.8543%; height: 42.6389px;"">{ecas_beh_d8}</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 99.9775%; height: 50.2685px;"" border=""1""> <tbody> <tr style=""height: 27.7662px;""> <td style=""width: 26.1519%; text-align: center;"" rowspan=""2"">E. Hyperorality and altered eating behaviour</td> <td style=""width: 42.1336%;"">9. Altered eating behaviour:</td> <td style=""width: 31.8181%;"">{ecas_beh_e9}</td> </tr> <tr style=""height: 22.5023px;""> <td style=""width: 42.1336%;"">10. Hyperorality or binge eating:</td> <td style=""width: 31.8181%;"">{ecas_beh_e10}</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[nps_cognitive_test(3)] = '1' and [ecas_beh_total_man] = ''",,,,,,
ecas_beh_a1,cognitive_assessment,,radio,"ECAS Behavioural Item A1","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_a2,cognitive_assessment,,radio,"ECAS Behavioural Item A2","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_a3,cognitive_assessment,,radio,"ECAS Behavioural Item A3","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_b4,cognitive_assessment,,radio,"ECAS Behavioural Item B4","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_c5,cognitive_assessment,,radio,"ECAS Behavioural Item C5","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_c6,cognitive_assessment,,radio,"ECAS Behavioural Item C6","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_d7,cognitive_assessment,,radio,"ECAS Behavioural Item D7","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_d8,cognitive_assessment,,radio,"ECAS Behavioural Item D8","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_e9,cognitive_assessment,,radio,"ECAS Behavioural Item E9","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_e10,cognitive_assessment,,radio,"ECAS Behavioural Item E10","0, No|1, Yes|UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
psychosis_1,cognitive_assessment,,radio,"ECAS psychosis Item 1","0, No | 1, Yes | UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
psychosis_2,cognitive_assessment,,radio,"ECAS psychosis Item 2","0, No | 1, Yes | UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
psychosis_3,cognitive_assessment,,radio,"ECAS psychosis Item 3","0, No | 1, Yes | UNK, Unknown",,,,,,,y,LH,,,," @INSTANCETABLE_HIDE"
ecas_beh_total,cognitive_assessment,,calc,"ECAS Behavioural","if([ecas_beh_total_man]<>'',
[ecas_beh_total_man],
sum(
sum([ecas_beh_a1],[ecas_beh_a2],[ecas_beh_a3],[ecas_beh_b4],[ecas_beh_c5],[ecas_beh_c6],[ecas_beh_d7],[ecas_beh_d8],[ecas_beh_e9],[ecas_beh_e10])))",,,,,,,,,,,," @HIDDEN"
ecas_beh_total_man,cognitive_assessment,,text,"ECAS Behavioural manual",,,integer,0,10,,,,,,,," @INSTANCETABLE_HIDE"
ecas_tbl5,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Behavioural TOTAL: [ecas_beh_total] / 10</td> </tr> </tbody> </table></div>",,,,,,,"[ecas_beh_a1] <> ''",,,,,,
ecas_tbl7,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;""><em>Complete if <span style=""text-decoration: underline;"">only </span>the total value is available:</em></span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Behavioural TOTAL: {ecas_beh_total_man} <span style=""font-weight: normal;"">(Range 0-10)</span></td> </tr> </tbody> </table></div>",,,,,,,"[nps_cognitive_test(3)] = '1' and [ecas_beh_a1] = ''",,,,,,
ecas_tbl10,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8551%; text-align: center;""><span style=""color: #e03e2d; text-align: center;"">All variables are mandatory for calculation</span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 99.8551%; text-align: center;""><span style=""color: #003b75;"">Psychosis assessment</span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 99.9725%; height: 125.47px;"" border=""1""> <tbody> <tr style=""height: 39.5833px;""> <td style=""width: 56.953%;"">1. Has strange or bizarre beliefs and behaviors: </td> <td style=""width: 43.0053%;"">{psychosis_1}</td> </tr> <tr style=""height: 42.2917px;""> <td style=""width: 56.953%;"">2. Hears or sees things that are not there and/or feels the presence of someone who is not there: </td> <td style=""width: 43.0053%;"">{psychosis_2}</td> </tr> <tr style=""height: 43.5949px;""> <td style=""width: 56.953%;"">3. Suspicious of almost everything and/or feels persecuted: </td> <td style=""width: 43.0053%;"">{psychosis_3}</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[nps_cognitive_test(3)] = '1' and [ecas_beh_total_man] = ''",,,,,,
ecas_tbl6,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Psychosis TOTAL: [psychosis_total] / 3</td> </tr> </tbody> </table></div>",,,,,,,"[psychosis_1] <> ''",,,,,,
psychosis_total,cognitive_assessment,,calc,"Psychosis Total","if([psychosis_total_man]<>'',
[psychosis_total_man],
sum(
sum([psychosis_1],[psychosis_2],[psychosis_3])))",,,,,,,,,,,," @HIDDEN"
psychosis_total_man,cognitive_assessment,,text,"Psychosis total manual",,,integer,0,3,,,,,,,," @INSTANCETABLE_HIDE"
ecas_tbl9,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;""><em>Complete if <span style=""text-decoration: underline;"">only </span>the total value is available:</em></span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Psychosis TOTAL: {psychosis_total_man} <span style=""font-weight: normal;"">(Range 0-3)</span></td> </tr> </tbody> </table></div>",,,,,,,"[nps_cognitive_test(3)] = '1' and [psychosis_1] = ''",,,,,,
ecas_tbl8,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Based on cognitive and behavioral tests, does the patient have dementia?   {dementia}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
dementia,cognitive_assessment,,radio,"<div class=""rich-text-field-label""><p>Dementia?</p></div>","0, No | 1, Yes",,,,,,,y,RH,,,,
alert_dementia,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">⚠️ Please, make sure you have completed the cognitive test and the behavioral assessment questionnaire</span></p></div>",,,,,,,"[dementia] = '1'",,,,,,
dementia_type,cognitive_assessment,,radio,"<div class=""rich-text-field-label""><p>Which type of dementia?</p></div>","1, FTD | 99, Other dementia",,,,,,[dementia]=1,y,RH,,,,
cog_tbl5,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.8586%;"">Specify the FTD type: {ftd_specif}</td> </tr> </tbody> </table></div>",,,,,,,[dementia_type]=1,,,,,,
ftd_specif,cognitive_assessment,,checkbox,"FTD Type","1, Behavioural (If Behavioural assessment is >=3 or >=2 together with lack of insight/psychotic symptoms) | 2, Primary progressive semantic aphasia (semantic PPA) | 3, Progressive primary non-fluent aphasia (non-fluent PPA)",,,,,,,y,LV,,,," @INSTANCETABLE_HIDE"
cog_tbl6,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.9475%;"">Dementia types in previous versions: [other_dementia_type_old]</td> </tr> </tbody> </table></div>",,,,,,,"[dementia_type]=99 and [other_dementia_type_old]<>''",,,,,," @INSTANCETABLE_HIDE"
cog_tbl8,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""0""> <tbody> <tr> <td style=""width: 99.9475%;"">Specify the other type of dementia: {non_dft_dementia} </td> </tr> </tbody> </table></div>",,,,,,,[dementia_type]=99,,,,,," @INSTANCETABLE_HIDE"
non_dft_dementia,cognitive_assessment,,radio,"Other type of Dementia","1, Alzheimer's | 2, Vascular Dementia | 3, Mixed | 99, Other",,,,,,,y,RH,,,," @INSTANCETABLE_HIDE"
other_dementia_type,cognitive_assessment,,text,"Other types of dementia",,,,,,,[non_dft_dementia]=99,y,RH,,,," @INSTANCETABLE_HIDE"
other_dementia_type_old,cognitive_assessment,,text,"Other types of dementia (old)",,"datos de v3",,,,,,y,RH,,,," @HIDDEN @INSTANCETABLE_HIDE"
ecas_cog_beh_class,cognitive_assessment,,radio,"<div class=""rich-text-field-label""><p>Cognitive & Behavioural Classification</p></div>","6, No Cognitive or Behavioral Impairment (If ECAS Cognitive Test is Normal & Behavioural Test is 0 & do no meet criteria for FTD) | 1, Mild Cognitive Impairment (either executive dysfunction or language dysfunction or a combination of the two) | 2, Mild Behavioral Impairment (apathy or two or more behavioral symptoms such as dehinibition, loss of sympathy and empathy, perseverative, stereotyped or compulsive behaviour, hyperorality/dietary change, loss of insight, psychotic symptoms) | 3, Mild Cognitive and Behavioural Impairment (both mild cognitive and behavioral impairments) | 98, Unknown",,,,,,"[dementia] = '0'",y,LV,,,," @INSTANCETABLE_HIDE"
cog_tbl1,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.065%; background-color: #003b75;"" border=""0""> <tbody> <tr> <td style=""width: 99.7928%; text-align: center;""> <h5><span style=""color: #ffffff;""><strong>APATHY ASSESSMENT</strong></span></h5> </td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100.065%; height: 10px;"" border=""0""> <tbody> <tr style=""height: 10px;""> <td style=""width: 99.7928%;"">Date: {apathy_date} <span style=""font-weight: normal;"">([apathy_age] y.o.)</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
cog_tbl3,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.065%; height: 11.5139px;"" border=""0""> <tbody> <tr style=""height: 11.5139px;""> <td style=""width: 99.7928%;"">Dimensional Apathy Scale (DAS) - Patient Version</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
cog_tbl4,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.065%; height: 10px;"" border=""0""> <tbody> <tr style=""height: 10px;""> <td style=""width: 99.7928%;"">Dimensional Apathy Scale (DAS) - Caregiver Version</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
cog_tbl7,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.065%; height: 10px;"" border=""0""> <tbody> <tr style=""height: 10px;""> <td style=""width: 99.7928%;"">Template for DAS Scoring Calculator</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
apathy_date,cognitive_assessment,,text,"Apathy Date",,,date_dmy,[basic_arm_1][dob],today,y,,y,,,,," @FORCE-MINMAX @PREVENT-FUTUREDATE"
apathy_age,cognitive_assessment,,calc,"Apathy Age","round(datediff([apathy_date],[basic_arm_1][dob],'y'),2)",,,,,,,,,,,," @HIDDEN @INSTANCETABLE_HIDE"
apathy_tbl,cognitive_assessment,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.9725%; height: 108.854px;"" border=""1""><colgroup><col style=""width: 48.9161%;""><col style=""width: 1.41786%;""><col style=""width: 23.9609%;""><col style=""width: 25.6641%;""></colgroup> <tbody> <tr style=""height: 25.3125px;""> <td colspan=""2""> </td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">Patient</span></td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">Caregiver or relative</span></td> </tr> <tr style=""height: 24.5139px;""> <td colspan=""2"">Executive Function Scale Score</td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_exec_pat}</span></td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_exec_rel}</span></td> </tr> <tr style=""height: 24.5139px;""> <td colspan=""2"">Emotional Scale Score</td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_emo_pat} </span></td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_emo_rel} </span></td> </tr> <tr style=""height: 24.5139px;""> <td colspan=""2"">Cognitive/Behavioral Onset Scale Score</td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_cog_pat} </span></td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">{apathy_cog_rel} </span></td> </tr> <tr style=""height: 10px;""> <td style=""text-align: right;"" colspan=""2"">Total</td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">[apathy_tot_pat] </span></td> <td style=""width: 4.1142%; text-align: center;""><span style=""font-size: 10pt;"">[apathy_tot_rel] </span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
